Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days) ,Median time in port (days)  Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",02,""Liquid bulk carriers"",0.6153,,17,,8552,,170004,,14930,,321050,,,,,"
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",03,""Container ships"",0.675,,17,,22653,,154000,,,,,,2117,,14220,"
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",04,""Dry breakbulk carriers"",1.1396,,15,,6711,,49720,,8935,,64538,,,,,"
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",05,""Dry bulk carriers"",2.9219,,10,,24168,,107413,,40883,,205616,,,,,"
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",06,""Roll-on/ roll-off ships"",,,16,,27428,,77000,,9324,,32441,,,,,"
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",07,""Liquefied petroleum gas carriers"",0.4767,,30,,2902,,48419,,3141,,58448,,,,,"
"2019A00,""2019"",2019,A,""Annual"",764,""Thailand"",08,""Liquefied natural gas carriers"",1.1361,,10,,113832,,137535,,91984,,121963,,,,,"
"2019A00,""2019"",2019,A,""Annual"",768,""Togo"",00,""All ships"",1.1528,,16,,36210,,153115,,30109,,93328,,3701,,14000,"
"2019A00,""2019"",2019,A,""Annual"",768,""Togo"",02,""Liquid bulk carriers"",1.6472,,12,,20908,,30641,,34326,,53187,,,,,"
"2019A00,""2019"",2019,A,""Annual"",768,""Togo"",03,""Container ships"",1.0139,,18,,40763,,153115,,,,,,3701,,14000,"
"2019A00,""2019"",2019,A,""Annual"",768,""Togo"",04,""Dry breakbulk carriers"",1.7799,,20,,13317,,48799,,19320,,58189,,,,,"
"2019A00,""2019"",2019,A,""Annual"",768,""Togo"",05,""Dry bulk carriers"",3.3125,,11,,28243,,51265,,48543,,93328,,,,,"
"2019A00,""2019"",2019,A,""Annual"",768,""Togo"",06,""Roll-on/ roll-off ships"",,,14,,48045,,72635,,21889,,46705,,,,,"
"2019A00,""2019"",2019,A,""Annual"",768,""Togo"",07,""Liquefied petroleum gas carriers"",1.3319,,7,,23845,,25952,,27304,,29590,,,,,"
"2019A00,""2019"",2019,A,""Annual"",776,""Tonga"",00,""All ships"",0.4344,,12,,7227,,121878,,10040,,18091,,1167,,1740,"
"2019A00,""2019"",2019,A,""Annual"",776,""Tonga"",01,""Passenger ships"",,,10,,5456,,121878,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",776,""Tonga"",03,""Container ships"",0.5358,,15,,12863,,18723,,,,,,1167,,1740,"
"2019A00,""2019"",2019,A,""Annual"",776,""Tonga"",04,""Dry breakbulk carriers"",0.3948,,15,,8363,,18100,,10040,,18091,,,,,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",00,""All ships"",1.0007,,13,,17375,,151500,,24122,,116087,,1386,,4112,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",01,""Passenger ships"",,,17,,12183,,142714,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",02,""Liquid bulk carriers"",1.0097,,10,,11485,,65000,,18298,,116087,,,,,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",03,""Container ships"",0.5708,,10,,14582,,45803,,,,,,1386,,4112,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",04,""Dry breakbulk carriers"",0.9087,,16,,7326,,30488,,10096,,50779,,,,,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",05,""Dry bulk carriers"",2.3625,,13,,27110,,44980,,46747,,82000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",06,""Roll-on/ roll-off ships"",,,12,,46855,,72635,,15339,,27200,,,,,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",07,""Liquefied petroleum gas carriers"",1.2392,,10,,18673,,36813,,21930,,44807,,,,,"
"2019A00,""2019"",2019,A,""Annual"",780,""Trinidad and Tobago"",08,""Liquefied natural gas carriers"",1.1792,,11,,103713,,151500,,82717,,97917,,,,,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",00,""All ships"",1.1222,,14,,31975,,219277,,44415,,323183,,4310,,21200,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",01,""Passenger ships"",,,9,,13615,,171500,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",02,""Liquid bulk carriers"",1.141,,14,,31891,,170004,,57228,,323183,,,,,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",03,""Container ships"",0.9365,,15,,47830,,219277,,,,,,4310,,21200,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",04,""Dry breakbulk carriers"",0.924,,17,,6408,,66870,,8832,,81279,,,,,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",05,""Dry bulk carriers"",1.9146,,12,,33062,,93702,,58355,,183194,,,,,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",06,""Roll-on/ roll-off ships"",,,13,,34494,,77000,,13197,,46705,,,,,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",07,""Liquefied petroleum gas carriers"",1.3382,,11,,34874,,50676,,40767,,58811,,,,,"
"2019A00,""2019"",2019,A,""Annual"",784,""United Arab Emirates"",08,""Liquefied natural gas carriers"",1.2111,,19,,110748,,151500,,77052,,98954,,,,,"
"2019A00,""2019"",2019,A,""Annual"",788,""Tunisia"",00,""All ships"",2.2,,18,,15926,,72684,,13175,,115754,,876,,1740,"
"2019A00,""2019"",2019,A,""Annual"",788,""Tunisia"",01,""Passenger ships"",,,18,,34520,,52645,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",788,""Tunisia"",02,""Liquid bulk carriers"",1.4066,,13,,17991,,64909,,28803,,115754,,,,,"
"2019A00,""2019"",2019,A,""Annual"",788,""Tunisia"",03,""Container ships"",3.1181,,18,,9361,,19131,,,,,,876,,1740,"
"2019A00,""2019"",2019,A,""Annual"",788,""Tunisia"",04,""Dry breakbulk carriers"",2.0257,,20,,4969,,32333,,6991,,44993,,,,,"
"2019A00,""2019"",2019,A,""Annual"",788,""Tunisia"",05,""Dry bulk carriers"",7.2646,,14,,18314,,36295,,29437,,63800,,,,,"
"2019A00,""2019"",2019,A,""Annual"",788,""Tunisia"",06,""Roll-on/ roll-off ships"",,,19,,21919,,72684,,10794,,27295,,,,,"
"2019A00,""2019"",2019,A,""Annual"",788,""Tunisia"",07,""Liquefied petroleum gas carriers"",2.0264,,10,,7766,,46613,,8731,,53488,,,,,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",00,""All ships"",1.1778,,24,,5465,,176490,,15712,,319616,,3130,,15908,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",01,""Passenger ships"",,,25,,1640,,99836,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",02,""Liquid bulk carriers"",1.1573,,13,,18665,,170004,,32407,,319616,,,,,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",03,""Container ships"",0.6313,,16,,34599,,176490,,,,,,3130,,15908,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",04,""Dry breakbulk carriers"",1.475,,27,,3976,,45349,,5564,,62980,,,,,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",05,""Dry bulk carriers"",3.5681,,15,,24756,,96452,,42515,,207591,,,,,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",06,""Roll-on/ roll-off ships"",,,27,,20546,,77000,,8454,,46705,,,,,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",07,""Liquefied petroleum gas carriers"",1.2931,,15,,17965,,48963,,20804,,58899,,,,,"
"2019A00,""2019"",2019,A,""Annual"",792,""Turkey"",08,""Liquefied natural gas carriers"",1.2632,,11,,111566,,137535,,90060,,122006,,,,,"
"2019A00,""2019"",2019,A,""Annual"",795,""Turkmenistan"",00,""All ships"",1.1205,,26,,6275,,11450,,5452,,13470,,,,,"
"2019A00,""2019"",2019,A,""Annual"",795,""Turkmenistan"",01,""Passenger ships"",,,35,,9814,,11450,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",795,""Turkmenistan"",02,""Liquid bulk carriers"",1.0014,,16,,4670,,7834,,6685,,13470,,,,,"
"2019A00,""2019"",2019,A,""Annual"",795,""Turkmenistan"",04,""Dry breakbulk carriers"",2.5142,,32,,2878,,6305,,3228,,8146,,,,,"
"2019A00,""2019"",2019,A,""Annual"",795,""Turkmenistan"",06,""Roll-on/ roll-off ships"",,,28,,9186,,11450,,5323,,6012,,,,,"
"2019A00,""2019"",2019,A,""Annual"",796,""Turks and Caicos Islands"",00,""All ships"",0.434,,18,,61196,,142714,,2176,,3008,,,,,"
"2019A00,""2019"",2019,A,""Annual"",796,""Turks and Caicos Islands"",01,""Passenger ships"",,,17,,92177,,142714,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",796,""Turks and Caicos Islands"",04,""Dry breakbulk carriers"",0.434,,19,,1749,,2191,,2176,,3008,,,,,"
"2019A00,""2019"",2019,A,""Annual"",798,""Tuvalu"",00,""All ships"",11.2083,,28,,4047,,6965,,4702,,8251,,,,,"
"2019A00,""2019"",2019,A,""Annual"",798,""Tuvalu"",04,""Dry breakbulk carriers"",11.2083,,28,,4047,,6965,,4702,,8251,,,,,"
"2019A00,""2019"",2019,A,""Annual"",804,""Ukraine"",00,""All ships"",2.0243,,26,,12269,,107514,,17296,,207591,,2826,,9400,"
"2019A00,""2019"",2019,A,""Annual"",804,""Ukraine"",01,""Passenger ships"",,,37,,13947,,39051,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",804,""Ukraine"",02,""Liquid bulk carriers"",2.1125,,17,,10873,,63500,,17485,,116337,,,,,"
"2019A00,""2019"",2019,A,""Annual"",804,""Ukraine"",03,""Container ships"",0.8062,,17,,32097,,102931,,,,,,2826,,9400,"
"2019A00,""2019"",2019,A,""Annual"",804,""Ukraine"",04,""Dry breakbulk carriers"",1.3625,,32,,3843,,43528,,5303,,53199,,,,,"
"2019A00,""2019"",2019,A,""Annual"",804,""Ukraine"",05,""Dry bulk carriers"",3.524,,15,,26360,,107514,,45988,,207591,,,,,"
"2019A00,""2019"",2019,A,""Annual"",804,""Ukraine"",06,""Roll-on/ roll-off ships"",,,31,,5178,,60118,,4319,,17713,,,,,"
"2019A00,""2019"",2019,A,""Annual"",804,""Ukraine"",07,""Liquefied petroleum gas carriers"",1.1924,,17,,15184,,37366,,16851,,43544,,,,,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",00,""All ships"",1.4597,,18,,28438,,215553,,29913,,322861,,4530,,21237,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",01,""Passenger ships"",,,23,,12075,,99526,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",02,""Liquid bulk carriers"",1.8563,,13,,35410,,170004,,63523,,322861,,,,,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",03,""Container ships"",0.9896,,15,,50285,,215553,,,,,,4530,,21237,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",04,""Dry breakbulk carriers"",2.1229,,24,,6105,,57683,,8353,,65035,,,,,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",05,""Dry bulk carriers"",4.292,,14,,27418,,94710,,47567,,182097,,,,,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",06,""Roll-on/ roll-off ships"",,,21,,20894,,75044,,10321,,46705,,,,,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",07,""Liquefied petroleum gas carriers"",2.1958,,15,,17514,,48419,,20392,,55361,,,,,"
"2019A00,""2019"",2019,A,""Annual"",818,""Egypt"",08,""Liquefied natural gas carriers"",1.0687,,8,,104129,,137000,,84354,,100000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",00,""All ships"",1.0785,,17,,13691,,232618,,12507,,320926,,3383,,23756,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",01,""Passenger ships"",,,17,,12197,,177000,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",02,""Liquid bulk carriers"",1.0417,,14,,12395,,166308,,20650,,320926,,,,,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",03,""Container ships"",0.7292,,14,,36766,,232618,,,,,,3383,,23756,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",04,""Dry breakbulk carriers"",1.4868,,20,,3355,,71543,,4618,,57441,,,,,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",05,""Dry bulk carriers"",2.0368,,13,,26163,,106405,,44802,,207805,,,,,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",06,""Roll-on/ roll-off ships"",,,15,,23971,,100430,,9977,,55828,,,,,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",07,""Liquefied petroleum gas carriers"",1.1153,,11,,6647,,59226,,7052,,54540,,,,,"
"2019A00,""2019"",2019,A,""Annual"",826,""United Kingdom excl. Channel Islands and Isle of Man"",08,""Liquefied natural gas carriers"",1.2729,,8,,112256,,168189,,91876,,155159,,,,,"
"2019A00,""2019"",2019,A,""Annual"",833,""Isle of Man"",00,""All ships"",0.5611,,22,,9660,,17014,,5439,,5890,,,,,"
"2019A00,""2019"",2019,A,""Annual"",833,""Isle of Man"",01,""Passenger ships"",,,22,,9806,,17014,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",833,""Isle of Man"",02,""Liquid bulk carriers"",0.5611,,20,,3681,,3818,,5439,,5890,,,,,"
"2019A00,""2019"",2019,A,""Annual"",834,""Tanzania, United Republic of"",00,""All ships"",2.8799,,12,,21084,,77000,,27741,,119456,,2989,,4800,"
"2019A00,""2019"",2019,A,""Annual"",834,""Tanzania, United Republic of"",01,""Passenger ships"",,,4,,3009,,32477,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",834,""Tanzania, United Republic of"",02,""Liquid bulk carriers"",2.8618,,22,,17506,,65830,,29886,,119456,,,,,"
"2019A00,""2019"",2019,A,""Annual"",834,""Tanzania, United Republic of"",03,""Container ships"",2.8656,,13,,32138,,48799,,,,,,2989,,4800,"
"2019A00,""2019"",2019,A,""Annual"",834,""Tanzania, United Republic of"",04,""Dry breakbulk carriers"",2.2288,,19,,8983,,31898,,12027,,55773,,,,,"
"2019A00,""2019"",2019,A,""Annual"",834,""Tanzania, United Republic of"",05,""Dry bulk carriers"",4.0118,,9,,28439,,36449,,48717,,67795,,,,,"
"2019A00,""2019"",2019,A,""Annual"",834,""Tanzania, United Republic of"",06,""Roll-on/ roll-off ships"",,,12,,55687,,77000,,23071,,46705,,,,,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",00,""All ships"",1.4326,,24,,16506,,228081,,46637,,322829,,5322,,19462,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",01,""Passenger ships"",,,28,,8322,,228081,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",02,""Liquid bulk carriers"",1.6472,,10,,35433,,170000,,61411,,322829,,,,,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",03,""Container ships"",1.025,,13,,59336,,194250,,,,,,5322,,19462,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",04,""Dry breakbulk carriers"",1.833,,17,,12253,,66870,,16551,,73296,,,,,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",05,""Dry bulk carriers"",1.858,,21,,28069,,108237,,50068,,209331,,,,,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",06,""Roll-on/ roll-off ships"",,,13,,57802,,100430,,21091,,55828,,,,,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",07,""Liquefied petroleum gas carriers"",1.9656,,9,,30823,,59226,,35301,,59138,,,,,"
"2019A00,""2019"",2019,A,""Annual"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",08,""Liquefied natural gas carriers"",1.2882,,5,,97819,,149367,,79450,,156000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",00,""All ships"",1.4326,,24,,16506,,228081,,46637,,322829,,5322,,19462,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",01,""Passenger ships"",,,28,,8322,,228081,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",02,""Liquid bulk carriers"",1.6472,,10,,35433,,170000,,61411,,322829,,,,,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",03,""Container ships"",1.025,,13,,59336,,194250,,,,,,5322,,19462,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",04,""Dry breakbulk carriers"",1.833,,17,,12253,,66870,,16551,,73296,,,,,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",05,""Dry bulk carriers"",1.858,,21,,28069,,108237,,50068,,209331,,,,,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",06,""Roll-on/ roll-off ships"",,,13,,57802,,100430,,21091,,55828,,,,,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",07,""Liquefied petroleum gas carriers"",1.9656,,9,,30823,,59226,,35301,,59138,,,,,"
"2019A00,""2019"",2019,A,""Annual"",842,""United States of America"",08,""Liquefied natural gas carriers"",1.2882,,5,,97819,,149367,,79450,,156000,,,,,"
"2019A00,""2019"",2019,A,""Annual"",850,""United States Virgin Islands"",00,""All ships"",0.5962,,19,,35913,,228081,,19458,,320350,,825,,1284,"
"2019A00,""2019"",2019,A,""Annual"",850,""United States Virgin Islands"",01,""Passenger ships"",,,13,,111892,,228081,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",850,""United States Virgin Islands"",02,""Liquid bulk carriers"",1.6219,,11,,25002,,161177,,43323,,320350,,,,,"
"2019A00,""2019"",2019,A,""Annual"",850,""United States Virgin Islands"",03,""Container ships"",0.4729,,15,,10782,,15375,,,,,,825,,1284,"
"2019A00,""2019"",2019,A,""Annual"",850,""United States Virgin Islands"",04,""Dry breakbulk carriers"",0.5153,,33,,3366,,24221,,4679,,30435,,,,,"
"2019A00,""2019"",2019,A,""Annual"",858,""Uruguay"",00,""All ships"",1.3854,,18,,20613,,142714,,31186,,84850,,6774,,11923,"
"2019A00,""2019"",2019,A,""Annual"",858,""Uruguay"",01,""Passenger ships"",,,21,,9961,,142714,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",858,""Uruguay"",02,""Liquid bulk carriers"",1.2698,,14,,7707,,30237,,12676,,53187,,,,,"
"2019A00,""2019"",2019,A,""Annual"",858,""Uruguay"",03,""Container ships"",0.7875,,9,,74058,,119441,,,,,,6774,,11923,"
"2019A00,""2019"",2019,A,""Annual"",858,""Uruguay"",04,""Dry breakbulk carriers"",2.0674,,20,,16668,,46515,,23241,,72914,,,,,"
"2019A00,""2019"",2019,A,""Annual"",858,""Uruguay"",05,""Dry bulk carriers"",2.5465,,8,,28647,,45255,,49047,,84850,,,,,"
"2019A00,""2019"",2019,A,""Annual"",858,""Uruguay"",06,""Roll-on/ roll-off ships"",,,19,,36879,,67264,,14832,,28126,,,,,"
"2019A00,""2019"",2019,A,""Annual"",862,""Venezuela (Bolivarian Rep. of)"",00,""All ships"",2.2965,,14,,23194,,170004,,63810,,321300,,1647,,5752,"
"2019A00,""2019"",2019,A,""Annual"",862,""Venezuela (Bolivarian Rep. of)"",01,""Passenger ships"",,,14,,3869,,35265,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",862,""Venezuela (Bolivarian Rep. of)"",02,""Liquid bulk carriers"",2.3365,,13,,42152,,170004,,75482,,321300,,,,,"
"2019A00,""2019"",2019,A,""Annual"",862,""Venezuela (Bolivarian Rep. of)"",03,""Container ships"",2.0333,,13,,18135,,65918,,,,,,1647,,5752,"
"2019A00,""2019"",2019,A,""Annual"",862,""Venezuela (Bolivarian Rep. of)"",04,""Dry breakbulk carriers"",2.0264,,14,,8780,,31164,,12145,,54204,,,,,"
"2019A00,""2019"",2019,A,""Annual"",862,""Venezuela (Bolivarian Rep. of)"",05,""Dry bulk carriers"",2.8608,,14,,44411,,92745,,81188,,181265,,,,,"
"2019A00,""2019"",2019,A,""Annual"",862,""Venezuela (Bolivarian Rep. of)"",06,""Roll-on/ roll-off ships"",,,32,,13030,,63085,,6025,,21323,,,,,"
"2019A00,""2019"",2019,A,""Annual"",862,""Venezuela (Bolivarian Rep. of)"",07,""Liquefied petroleum gas carriers"",2.1361,,13,,17784,,46125,,20629,,51202,,,,,"
"2019A00,""2019"",2019,A,""Annual"",882,""Samoa"",00,""All ships"",0.6597,,14,,11502,,18723,,10777,,18091,,1243,,1740,"
"2019A00,""2019"",2019,A,""Annual"",882,""Samoa"",03,""Container ships"",0.8701,,13,,13514,,18723,,,,,,1243,,1740,"
"2019A00,""2019"",2019,A,""Annual"",882,""Samoa"",04,""Dry breakbulk carriers"",0.5392,,15,,9045,,18100,,10777,,18091,,,,,"
"2019A00,""2019"",2019,A,""Annual"",887,""Yemen"",00,""All ships"",3.8535,,20,,15686,,63462,,23464,,113553,,2038,,3081,"
"2019A00,""2019"",2019,A,""Annual"",887,""Yemen"",02,""Liquid bulk carriers"",2.5365,,18,,13580,,63462,,22230,,113553,,,,,"
"2019A00,""2019"",2019,A,""Annual"",887,""Yemen"",03,""Container ships"",3.8965,,16,,21750,,36389,,,,,,2038,,3081,"
"2019A00,""2019"",2019,A,""Annual"",887,""Yemen"",04,""Dry breakbulk carriers"",5.2153,,27,,5607,,24778,,7981,,31661,,,,,"
"2019A00,""2019"",2019,A,""Annual"",887,""Yemen"",05,""Dry bulk carriers"",5.6278,,20,,20833,,40524,,35185,,74823,,,,,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",00,""All ships"",1.0785,,17,,13691,,232618,,12507,,320926,,3383,,23756,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",01,""Passenger ships"",,,17,,12197,,177000,,,,,,,,,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",02,""Liquid bulk carriers"",1.0417,,14,,12395,,166308,,20650,,320926,,,,,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",03,""Container ships"",0.7292,,14,,36766,,232618,,,,,,3383,,23756,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",04,""Dry breakbulk carriers"",1.4868,,20,,3355,,71543,,4618,,57441,,,,,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",05,""Dry bulk carriers"",2.0368,,13,,26163,,106405,,44802,,207805,,,,,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",06,""Roll-on/ roll-off ships"",,,15,,23971,,100430,,9977,,55828,,,,,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",07,""Liquefied petroleum gas carriers"",1.1153,,11,,6647,,59226,,7052,,54540,,,,,"
"2019A00,""2019"",2019,A,""Annual"",926,""United Kingdom"",08,""Liquefied natural gas carriers"",1.2729,,8,,112256,,168189,,91876,,155159,,,,,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",00,""All ships"",0.9986,,18,,14663,,237200,,24956,,441561,,3543,,23964,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",01,""Passenger ships"",,,20,,7439,,228081,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",02,""Liquid bulk carriers"",0.9681,,14,,15704,,234006,,27242,,441561,,,,,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",03,""Container ships"",0.7063,,14,,38308,,237200,,,,,,3543,,23964,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",04,""Dry breakbulk carriers"",1.15,,21,,5439,,91784,,7405,,116173,,,,,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",05,""Dry bulk carriers"",2.066,,14,,32146,,204014,,57453,,404389,,,,,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",06,""Roll-on/ roll-off ships"",,,17,,25389,,100430,,10242,,55828,,,,,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",07,""Liquefied petroleum gas carriers"",1.0417,,15,,10826,,59229,,12164,,64220,,,,,"
"2020A00,""2020"",2020,A,""Annual"",0000,""World"",08,""Liquefied natural gas carriers"",1.1194,,12,,95270,,168189,,74229,,156000,,,,,"
"2020A00,""2020"",2020,A,""Annual"",008,""Albania"",00,""All ships"",1.559,,30,,11739,,48655,,8556,,63000,,1047,,3400,"
"2020A00,""2020"",2020,A,""Annual"",008,""Albania"",01,""Passenger ships"",,,36,,16570,,30316,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",008,""Albania"",02,""Liquid bulk carriers"",1.5812,,14,,18281,,29982,,28859,,49999,,,,,"
